"set_up","method","n_train","estimated_beta","file_name","running_time_train","running_time_pred","running_datetime"
"SimA_rep7_n115000_d5_corr65_NA25","MICE.1.Y.IMP",100,"[[1.07042657353804, -0.648600874811906, -0.245248433552596, -0.75000051277085, 0.303454583215675], [-0.0143590622970002]]","SimA_rep7_n115000_d5_corr65_NA25_MICE.1.Y.IMP_100",0.332951307296753,0.0085453987121582,"2025-06-08 13:18:41.034593"
"SimA_rep8_n115000_d5_corr65_NA25","MICE.1.Y.IMP",100,"[[2.89281670201095, -1.92027683895417, -0.510029407926034, -1.39400785637415, 1.23524118649749], [-0.625871529877104]]","SimA_rep8_n115000_d5_corr65_NA25_MICE.1.Y.IMP_100",0.306328296661377,0.0078275203704834,"2025-06-08 13:18:41.438254"
"SimA_rep9_n115000_d5_corr65_NA25","MICE.1.Y.IMP",100,"[[1.75529934233428, 0.951608522239609, -1.88493975353508, -0.18166519799051, 0.787604348790307], [0.134757075137543]]","SimA_rep9_n115000_d5_corr65_NA25_MICE.1.Y.IMP_100",0.362730503082275,0.00763106346130371,"2025-06-08 13:18:41.809689"
"SimA_rep0_n115000_d5_corr65_NA25","MICE.1.Y.IMP",500,"[[1.44797281738373, -0.53210309637445, -0.548125537650868, -0.839383357186044, 0.818549501854358], [0.0984359642832959]]","SimA_rep0_n115000_d5_corr65_NA25_MICE.1.Y.IMP_500",0.312839031219482,0.008392333984375,"2025-06-08 13:18:42.234144"
"SimA_rep1_n115000_d5_corr65_NA25","MICE.1.Y.IMP",500,"[[1.55366432462353, -0.281916376120587, -0.614441561386636, -1.00277826511984, 0.681557837071479], [-0.0351176503987079]]","SimA_rep1_n115000_d5_corr65_NA25_MICE.1.Y.IMP_500",0.719022274017334,0.00792980194091797,"2025-06-08 13:18:42.617585"
"SimA_rep2_n115000_d5_corr65_NA25","MICE.1.Y.IMP",500,"[[1.48689724652431, -0.530549089583704, -0.521763760119075, -0.949137611927236, 0.805365594332202], [-0.14734219815791]]","SimA_rep2_n115000_d5_corr65_NA25_MICE.1.Y.IMP_500",1.04995656013489,0.00923681259155273,"2025-06-08 13:18:38.277474"
"SimA_rep3_n115000_d5_corr65_NA25","MICE.1.Y.IMP",500,"[[1.58818517606576, -0.673421899147524, -0.191075187574358, -1.62624704505387, 1.28358749702071], [-0.0395498938799155]]","SimA_rep3_n115000_d5_corr65_NA25_MICE.1.Y.IMP_500",0.358427286148071,0.0334541797637939,"2025-06-08 13:18:39.41642"
"SimA_rep4_n115000_d5_corr65_NA25","MICE.1.Y.IMP",500,"[[1.4623574006711, -0.331095024694153, -0.584334830120851, -0.512810499612418, 0.304428573439807], [-0.186722470124937]]","SimA_rep4_n115000_d5_corr65_NA25_MICE.1.Y.IMP_500",0.548497676849365,0.0076453685760498,"2025-06-08 13:18:39.876665"
"SimA_rep5_n115000_d5_corr65_NA25","MICE.1.Y.IMP",500,"[[1.2395116337009, -0.0592177358137101, -0.790500742220165, -0.985025586536048, 0.851458693032103], [-0.0844152604294911]]","SimA_rep5_n115000_d5_corr65_NA25_MICE.1.Y.IMP_500",0.308082342147827,0.00831985473632812,"2025-06-08 13:18:40.48785"
"SimA_rep6_n115000_d5_corr65_NA25","MICE.1.Y.IMP",500,"[[1.84309532663393, -0.641234819535588, -0.62850755399727, -1.59078932940603, 1.33090393376982], [-0.0781041924463483]]","SimA_rep6_n115000_d5_corr65_NA25_MICE.1.Y.IMP_500",0.332608222961426,0.0129337310791016,"2025-06-08 13:18:40.86035"
