set_up,method,n_train,estimated_beta,file_name,running_time_train,running_time_pred,running_datetime,sim,replicate,n,d,corr,prop_NA,true_beta,center_X,pred_beta,pred_intercept,true_intercept,angular_error,mse_error,angular_error_with_intercept,mse_error_with_intercept
SimNLMNAR_rep9_n115000_d5_corr95_NA25,MICE.RF.10.IMP.M,50000,"[[0.389871592547668, 0.334354564983115, -0.322002285279456, -0.586886456790615, 0.340082018960208, 0.168824035708393, 0.0956420109970347, -0.191529732987356, -0.264000648415676, 0.945409153017504], [-0.0395726644228447]]",SimNLMNAR_rep9_n115000_d5_corr95_NA25_MICE.RF.10.IMP.M_50000,266.867310762405,0.124710321426392,2025-11-28 01:55:08.048922,SimNLMNAR,9.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.389871592547668, 0.334354564983115, -0.322002285279456, -0.586886456790615, 0.340082018960208]",-0.0395726644228447,0.0,0.7456283310798966,0.5947600349398512,0.746650870243851,0.49589436174479645
SimNLMNAR_rep0_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,100,"[[-1.16139129510753, 0.602183917011055, -0.047051393327711, -0.233874040538278, 0.480587163170608, -0.0361651229374369, 0.842873874148668, 0.393568522033192, -0.859611821595609, 2.6199904952497], [-1.08612568741105]]",SimNLMNAR_rep0_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_100,27.7973182201385,0.0739736557006836,2025-11-28 01:59:35.071772,SimNLMNAR,0.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[-1.16139129510753, 0.602183917011055, -0.047051393327711, -0.233874040538278, 0.480587163170608]",-1.08612568741105,0.0,2.077371794371763,2.0635246263461404,1.965758593240728,1.9162153567641382
SimNLMNAR_rep1_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,100,"[[1.03036806897824, -0.815559983520749, -0.727045097191763, -0.521303358015557, 0.65156231807465, 0.893573220207332, 0.751977926994638, -0.547534190601953, -0.585835682753678, -0.181960210162649], [-0.242981724837799]]",SimNLMNAR_rep1_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_100,28.7418642044067,0.0746715068817139,2025-11-28 02:00:02.973037,SimNLMNAR,1.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[1.03036806897824, -0.815559983520749, -0.727045097191763, -0.521303358015557, 0.65156231807465]",-0.242981724837799,0.0,0.3481676235092723,0.15679198115308912,0.3743728500686127,0.14050000406176624
SimNLMNAR_rep2_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,100,"[[0.173196771856738, -0.767463277307662, -0.454040643825514, -0.871269292279908, 0.792889242555102, 0.185280670953051, 1.73335932948292, -0.326620057491296, -1.22442306233847, 0.48967415011895], [-0.486671810194979]]",SimNLMNAR_rep2_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_100,28.7091152667999,0.0769646167755127,2025-11-28 02:00:31.821515,SimNLMNAR,2.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.173196771856738, -0.767463277307662, -0.454040643825514, -0.871269292279908, 0.792889242555102]",-0.486671810194979,0.0,0.6911804074833156,0.4363027619239893,0.7491013645257377,0.403060543409734
SimNLMNAR_rep3_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,100,"[[0.954587687796924, 0.75664826902225, -0.172238847048742, -0.862221660326363, 0.973557054827859, -1.14778515333914, -1.84434941176442, -1.41444533593151, -0.0200399260291587, 1.0262482294889], [1.42158709713841]]",SimNLMNAR_rep3_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_100,28.643735408783,0.0670075416564941,2025-11-28 02:01:00.637817,SimNLMNAR,3.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.954587687796924, 0.75664826902225, -0.172238847048742, -0.862221660326363, 0.973557054827859]",1.42158709713841,0.0,0.7636517581804505,0.5007811031100916,0.9695699536768759,0.7541358983834779
SimNLMNAR_rep4_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,100,"[[-0.46361628100139, 0.931300600629631, -0.407173312722343, -0.630164643387761, 0.742329285370623, 0.174315811147142, -0.673471497907481, -0.391425115317919, -1.0114780334432, 1.15611922336395], [0.225271722234899]]",SimNLMNAR_rep4_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_100,29.5430135726929,0.0778350830078125,2025-11-28 02:01:29.378539,SimNLMNAR,4.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[-0.46361628100139, 0.931300600629631, -0.407173312722343, -0.630164643387761, 0.742329285370623]",0.225271722234899,0.0,1.5083231708427725,1.3932946029580853,1.5090335836885413,1.1695367272715174
SimNLMNAR_rep5_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,100,"[[1.12369258288447, 4.30096475270624, -1.02192681631232, -3.0259832370466, 1.07234667199063, 2.48462394257908, -2.39063233553107, -2.60300073686832, -4.35193951040702, 3.76110016489222], [2.49702386213025]]",SimNLMNAR_rep5_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_100,28.6903576850891,0.0775294303894043,2025-11-28 02:01:59.048322,SimNLMNAR,5.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[1.12369258288447, 4.30096475270624, -1.02192681631232, -3.0259832370466, 1.07234667199063]",2.49702386213025,0.0,1.2581879910958804,5.6972732705484015,1.286275257925615,5.786915753464978
SimNLMNAR_rep6_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,100,"[[1.33927922250334, -1.18127729732303, -0.831397470299605, -0.464716839902443, 1.0247102316209, 0.848455191683183, -0.527399977876551, 0.2599803656657, 0.392659167914963, 0.900090135224921], [-0.590333187326998]]",SimNLMNAR_rep6_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_100,29.6375920772552,0.558270692825317,2025-11-28 02:02:27.848807,SimNLMNAR,6.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[1.33927922250334, -1.18127729732303, -0.831397470299605, -0.464716839902443, 1.0247102316209]",-0.590333187326998,0.0,0.418649191451019,0.17858202563414483,0.4860354292739525,0.20690056670506277
SimNLMNAR_rep7_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,100,"[[0.0789239592770054, -0.426824424728579, 0.250204687932117, -0.778415839532621, 0.546191789210039, 0.471992236875947, 0.0329850640253811, 0.322123840679957, -0.089113567927372, 1.49012663078672], [-0.302945688548236]]",SimNLMNAR_rep7_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_100,27.6763379573822,0.0621829032897949,2025-11-28 02:02:58.074062,SimNLMNAR,7.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.0789239592770054, -0.426824424728579, 0.250204687932117, -0.778415839532621, 0.546191789210039]",-0.302945688548236,0.0,0.8775519525639447,0.6434114235218494,0.9083193172422057,0.551472201303202
SimNLMNAR_rep8_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,100,"[[0.941386630492167, -0.694482192203321, -0.0163298047630997, -0.755307138279637, 0.491842035302517, 0.865777692477478, -0.191170016417541, -0.0280952557410438, 0.535791818330547, 1.46147455391671], [-0.286120870169192]]",SimNLMNAR_rep8_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_100,29.0247511863708,0.0808634757995605,2025-11-28 02:03:25.842837,SimNLMNAR,8.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.941386630492167, -0.694482192203321, -0.0163298047630997, -0.755307138279637, 0.491842035302517]",-0.286120870169192,0.0,0.315885150291595,0.19514368573329186,0.3676600817400044,0.17626393016880582
SimNLMNAR_rep9_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,100,"[[0.600313295391149, -1.44917483394429, 0.543617439065311, -0.424600768534583, 0.486648479768259, 0.317611063078561, 0.207143062457531, 0.278063987977615, 0.0204788930251464, 0.699259941320009], [-0.0624836682941513]]",SimNLMNAR_rep9_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_100,28.029590845108,0.0648207664489746,2025-11-28 02:03:54.979222,SimNLMNAR,9.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.600313295391149, -1.44917483394429, 0.543617439065311, -0.424600768534583, 0.486648479768259]",-0.0624836682941513,0.0,0.922377318522239,0.6924965433207666,0.9228429523359205,0.5777311542345546
SimNLMNAR_rep0_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,500,"[[0.0376933001035094, 0.629623423070932, -0.956704116321609, -0.433541509755552, 0.604264006343722, 0.371198318475344, 0.373822086786907, -0.381541937561584, -0.649693359251187, 0.969711040135854], [-0.435181166414738]]",SimNLMNAR_rep0_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_500,31.2420463562012,0.0869216918945312,2025-11-28 02:04:23.10379,SimNLMNAR,0.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.0376933001035094, 0.629623423070932, -0.956704116321609, -0.433541509755552, 0.604264006343722]",-0.435181166414738,0.0,1.1856429473665502,0.9438383319212175,1.2046964285858615,0.8180957178680298
SimNLMNAR_rep1_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,500,"[[0.282038425153343, 0.377061074937381, -0.451262474407222, -0.867452867858142, 0.576986280966928, 0.415475693952215, 0.218810646276591, -0.3182756886665, -0.0386885979520191, 0.967021536911189], [-0.367026183481807]]",SimNLMNAR_rep1_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_500,30.2770266532898,0.0655848979949951,2025-11-28 02:04:54.476922,SimNLMNAR,1.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.282038425153343, 0.377061074937381, -0.451262474407222, -0.867452867858142, 0.576986280966928]",-0.367026183481807,0.0,0.8271952689066596,0.5821773122968024,0.8649980431268649,0.5075991301408721
SimNLMNAR_rep2_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,500,"[[0.499249985109565, -0.543483985016015, -0.639789529056277, -0.701451247222184, 0.705930026880385, 0.175526894706612, 0.682725376139474, 0.193868406335047, 0.13222686820787, 0.850027592165426], [-0.607280292054364]]",SimNLMNAR_rep2_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_500,31.7370963096619,0.0664703845977783,2025-11-28 02:05:24.849961,SimNLMNAR,2.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.499249985109565, -0.543483985016015, -0.639789529056277, -0.701451247222184, 0.705930026880385]",-0.607280292054364,0.0,0.46145432895914534,0.28928350387740126,0.6077594234747999,0.30253447875077333
SimNLMNAR_rep3_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,500,"[[0.453619053830859, 0.210621988147879, -0.51519360448983, -0.872845061844647, 0.709206389786949, -0.099671827762977, -0.0434457732400206, -0.268254897810835, -0.342668751406321, 0.769708705843445], [0.175463748479305]]",SimNLMNAR_rep3_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_500,30.7243845462799,0.0768001079559326,2025-11-28 02:05:56.69469,SimNLMNAR,3.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.453619053830859, 0.210621988147879, -0.51519360448983, -0.872845061844647, 0.709206389786949]",0.175463748479305,0.0,0.6445309737402989,0.4223046023860899,0.6558032979830272,0.35705175649347637
SimNLMNAR_rep4_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,500,"[[0.453700620711661, -0.142359660670997, -0.529009351578995, -0.734955958873263, 0.713019884950272, 0.250244162472666, -0.31857239411496, -0.113396170431646, -0.497003020184418, 0.861448124662523], [-0.168610040189252]]",SimNLMNAR_rep4_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_500,35.4989521503448,0.0806131362915039,2025-11-28 01:10:24.877634,SimNLMNAR,4.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.453700620711661, -0.142359660670997, -0.529009351578995, -0.734955958873263, 0.713019884950272]",-0.168610040189252,0.0,0.48816339881804416,0.3456435398807645,0.5048876904125819,0.2927745075094073
SimNLMNAR_rep5_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,500,"[[0.346532072101962, 0.224114007194896, -0.245717034986188, -0.815736205927217, 0.596530350590028, 0.538892062088943, -0.0586227045398521, -0.327597177654653, -0.374081467225788, 0.633236799286305], [0.103670106161749]]",SimNLMNAR_rep5_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_500,34.97882604599,0.0806820392608643,2025-11-28 01:11:00.505081,SimNLMNAR,5.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.346532072101962, 0.224114007194896, -0.245717034986188, -0.815736205927217, 0.596530350590028]",0.103670106161749,0.0,0.7017733893963282,0.5099460650673033,0.7068036296550831,0.42674630270801756
SimNLMNAR_rep6_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,500,"[[0.875345949441809, -0.0889295497751073, -0.546328262074199, -0.858799203205731, 0.742795144167917, 0.431902104982914, 0.111170572941175, -0.463230921540859, -0.279243705241219, 1.02029936241429], [-0.204387381392051]]",SimNLMNAR_rep6_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_500,34.9646811485291,0.0798711776733398,2025-11-28 01:11:35.602927,SimNLMNAR,6.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.875345949441809, -0.0889295497751073, -0.546328262074199, -0.858799203205731, 0.742795144167917]",-0.204387381392051,0.0,0.3153750558221169,0.17911601249835157,0.34111332248168824,0.1562257106940096
SimNLMNAR_rep7_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,500,"[[0.455598463478951, -0.0638637311861768, -0.314889181338025, -0.636834462751659, 0.562770036299512, -0.139404489955744, -0.0397225569421141, -0.346529725476491, -0.590966058194061, 0.613034187097108], [0.298750332961628]]",SimNLMNAR_rep7_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_500,36.0378096103668,0.0988903045654297,2025-11-28 01:12:10.682563,SimNLMNAR,7.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.455598463478951, -0.0638637311861768, -0.314889181338025, -0.636834462751659, 0.562770036299512]",0.298750332961628,0.0,0.41883607542847645,0.39868953319199263,0.5022837389222498,0.3471165712341078
SimNLMNAR_rep8_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,500,"[[0.595802536123553, -0.469144408828911, -0.547548740170806, -0.506739023977868, 0.649666774079929, 0.235438183737055, 0.27771344043303, -0.558842982860215, -0.00146968697559536, 0.323878974198596], [0.131378152820521]]",SimNLMNAR_rep8_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_500,38.1511654853821,0.0865180492401123,2025-11-28 01:12:46.853354,SimNLMNAR,8.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.595802536123553, -0.469144408828911, -0.547548740170806, -0.506739023977868, 0.649666774079929]",0.131378152820521,0.0,0.36812900462598647,0.2891548126996699,0.3821559517874628,0.24383904708948032
SimNLMNAR_rep9_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,500,"[[0.463895212295231, -0.0818433075625828, -0.402201074908243, -0.740704112710674, 0.619060154008802, 0.562569792215567, 0.0219841687364116, -0.462749096765596, -0.633356740362651, 0.570071888898251], [0.0851324593380146]]",SimNLMNAR_rep9_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_500,38.2445831298828,0.0866625308990479,2025-11-28 01:13:25.129971,SimNLMNAR,9.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.463895212295231, -0.0818433075625828, -0.402201074908243, -0.740704112710674, 0.619060154008802]",0.0851324593380146,0.0,0.45591300637313104,0.36288156683147876,0.46147575109657424,0.3036092282983887
SimNLMNAR_rep0_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,1000,"[[0.307522114807858, 0.639110252059179, -0.793195401582014, -0.773722082428121, 0.669979280612234, 0.226806316856751, 0.192284796477141, -0.417965325917476, -0.340848266075496, 0.816638060487594], [-0.172646949975126]]",SimNLMNAR_rep0_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_1000,41.1957702636719,0.127576112747192,2025-11-28 01:14:03.497833,SimNLMNAR,0.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.307522114807858, 0.639110252059179, -0.793195401582014, -0.773722082428121, 0.669979280612234]",-0.172646949975126,0.0,0.957050260810604,0.6993338262440971,0.961810444907197,0.5877460167593666
SimNLMNAR_rep1_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,1000,"[[0.388394624542079, 0.433295199972719, -0.603430675942882, -0.836477076660241, 0.679013354853836, 0.291329385969577, 0.0896865912672855, -0.336995355542891, 0.112673218661539, 0.74856229581619], [-0.289861011901265]]",SimNLMNAR_rep1_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_1000,38.9199419021606,0.0769617557525635,2025-11-28 01:14:44.862359,SimNLMNAR,1.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.388394624542079, 0.433295199972719, -0.603430675942882, -0.836477076660241, 0.679013354853836]",-0.289861011901265,0.0,0.798840073145205,0.5432084139596218,0.8198570163364398,0.4666769126697557
SimNLMNAR_rep2_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,1000,"[[0.683297103617664, -0.506284601258471, -0.496339665422541, -0.643416988231681, 0.672872753723255, -0.00245058686070803, 0.217979742319091, -0.186281230067327, -0.221155565561395, 0.669760052506796], [0.0831690754392613]]",SimNLMNAR_rep2_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_1000,39.1686799526215,0.0902373790740967,2025-11-28 01:15:23.898613,SimNLMNAR,2.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.683297103617664, -0.506284601258471, -0.496339665422541, -0.643416988231681, 0.672872753723255]",0.0831690754392613,0.0,0.29485335469112484,0.22385873756514357,0.30097566681780064,0.18770179715585655
SimNLMNAR_rep3_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,1000,"[[0.59460323589121, -0.0122723701959495, -0.517113431824354, -0.852818446089777, 0.678714175439869, 0.046137246523938, -0.0219685659572413, -0.392607243871054, -0.203080503651563, 0.723307087269835], [0.0469815470655761]]",SimNLMNAR_rep3_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_1000,38.142772436142,0.0823116302490234,2025-11-28 01:16:03.200783,SimNLMNAR,3.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.59460323589121, -0.0122723701959495, -0.517113431824354, -0.852818446089777, 0.678714175439869]",0.0469815470655761,0.0,0.45798156520715305,0.3006385575186077,0.4592164846977856,0.2509000088929522
SimNLMNAR_rep4_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,1000,"[[0.599811720604326, -0.109924363761207, -0.439511751014646, -0.67554410975972, 0.607005628451789, 0.0187294891909916, -0.22578543263309, -0.140845245037118, -0.46794772692936, 0.819216708717767], [0.0499300489307321]]",SimNLMNAR_rep4_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_1000,38.9686717987061,0.0762879848480225,2025-11-28 01:16:41.999647,SimNLMNAR,4.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.599811720604326, -0.109924363761207, -0.439511751014646, -0.67554410975972, 0.607005628451789]",0.0499300489307321,0.0,0.3495194381705484,0.30681660240989805,0.35196855529863147,0.2560960036392859
SimNLMNAR_rep5_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,1000,"[[0.344852086607471, 0.0691297503785099, -0.222913192074751, -0.892122124073612, 0.667588835520013, 0.595684685877316, 0.169810797419995, -0.134644360371586, -0.515451683302033, 0.528830433870447], [0.0390422068704377]]",SimNLMNAR_rep5_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_1000,40.4658722877502,0.0868220329284668,2025-11-28 01:17:21.080155,SimNLMNAR,5.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.344852086607471, 0.0691297503785099, -0.222913192074751, -0.892122124073612, 0.667588835520013]",0.0390422068704377,0.0,0.6421228703116476,0.45314590355533807,0.6428421945717,0.37787563528233403
SimNLMNAR_rep6_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,1000,"[[0.653885336414249, 0.439546924823436, -0.650065584690862, -0.898714037391606, 0.690397588711219, 0.200011524981731, -0.120027871467441, -0.20988678729869, -0.232052401971518, 0.849134750244273], [-0.137006667044197]]",SimNLMNAR_rep6_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_1000,39.3682932853699,0.08544921875,2025-11-28 01:18:01.667327,SimNLMNAR,6.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.653885336414249, 0.439546924823436, -0.650065584690862, -0.898714037391606, 0.690397588711219]",-0.137006667044197,0.0,0.6821813860783681,0.4245765280473008,0.6871006121744249,0.3569422445085105
SimNLMNAR_rep7_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,1000,"[[0.533922241573804, 0.201381076226591, -0.62348397044205, -0.739182174018831, 0.687575154667446, 0.13733060776245, -0.0384967650350444, -0.405345672566401, -0.372205537561048, 0.510689407811902], [0.108290117858538]]",SimNLMNAR_rep7_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_1000,38.3817133903503,0.0765872001647949,2025-11-28 01:18:41.161058,SimNLMNAR,7.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.533922241573804, 0.201381076226591, -0.62348397044205, -0.739182174018831, 0.687575154667446]",0.108290117858538,0.0,0.608506549733406,0.40046746977488923,0.6133203054813394,0.33567734975004365
SimNLMNAR_rep8_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,1000,"[[0.96135160782481, -0.579787960307187, -0.68460129239323, -0.568657006711946, 0.669293400351054, 0.223098899004103, 0.0693081258780738, -0.383208726142615, -0.0512226298720682, 0.347847078768273], [0.0684758116688246]]",SimNLMNAR_rep8_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_1000,39.4819383621216,0.0853140354156494,2025-11-28 01:19:19.65662,SimNLMNAR,8.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.96135160782481, -0.579787960307187, -0.68460129239323, -0.568657006711946, 0.669293400351054]",0.0684758116688246,0.0,0.275418743979449,0.15156877866009072,0.27871283952576476,0.12708880501402633
SimNLMNAR_rep9_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,1000,"[[0.421554162449857, -0.153275014268013, -0.571371309514203, -0.578495586896686, 0.68258398143204, 0.578738113417704, -0.0212332795406845, -0.372255476777442, -0.717752230809292, 0.520872816364586], [0.0482432726507243]]",SimNLMNAR_rep9_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_1000,38.7288572788239,0.0924148559570312,2025-11-28 01:19:59.258829,SimNLMNAR,9.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.421554162449857, -0.153275014268013, -0.571371309514203, -0.578495586896686, 0.68258398143204]",0.0482432726507243,0.0,0.5101145193188579,0.38734122480415417,0.5116761655118035,0.32317225622947043
SimNLMNAR_rep0_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,5000,"[[0.519180629915597, 0.300961716595449, -0.694617053957311, -0.865414687976892, 0.715527843204652, 0.284867064164574, 0.0828150789220532, -0.209299608183709, -0.321456993500119, 0.613099350272242], [-0.139556458969557]]",SimNLMNAR_rep0_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_5000,59.4085652828217,0.112632036209106,2025-11-28 01:20:38.118246,SimNLMNAR,0.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.519180629915597, 0.300961716595449, -0.694617053957311, -0.865414687976892, 0.715527843204652]",-0.139556458969557,0.0,0.6779801701736013,0.42953801672719016,0.6836688961247542,0.3611943481460121
SimNLMNAR_rep1_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP.M,5000,"[[0.520215627343085, 0.193676511645541, -0.529971382071022, -0.91847869051581, 0.730669573921169, 0.214891494353185, 0.0769085902286308, -0.235519024874526, -0.166167263033784, 0.524235955113992], [-0.122551157444869]]",SimNLMNAR_rep1_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP.M_5000,58.5062263011932,0.0915918350219727,2025-11-28 01:21:37.681498,SimNLMNAR,1.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.520215627343085, 0.193676511645541, -0.529971382071022, -0.91847869051581, 0.730669573921169]",-0.122551157444869,0.0,0.6071173383246883,0.3819698757102052,0.6125621235640742,0.3208113607903505
